parameter_id,MGP_CSD_008_001
parameter_name,Startle response
pvalue,0.841928
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1914944
analysis_id,h16b22za381p450
gene_symbol,IFT74
