parameter_name,Whole arena average speed
parameter_id,JAXLA_OFD_009_001
mouse_strain,C57BL
gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
pvalue,0.7792842
analysis_id,4yk1jw1061a18h2
