parameter_id,IMPC_EYE_092_002
gene_symbol,Bpifa3
analysis_id,uh6klh7p5az4fg7
gene_accession_id,MGI:1920638
mouse_strain,C57BL
parameter_name,Retina (combined)
pvalue,0.8323157
mouse_life_stage,Early adult
