parameter_name,Calcium
mouse_strain,C57BL
pvalue,0.5429825
gene_symbol,Secisbp2l
analysis_id,24yi4k415he14k7
parameter_id,HMGULA_CBC_009_001
mouse_life_stage,Late adult
gene_accession_id,MGI:1917604
