gene_symbol,Lurap1
pvalue,0.1283843
mouse_strain,C57BL
gene_accession_id,MGI:1915325
analysis_id,1803z5d0r7318n6
parameter_id,MGP_MLN_067_001
mouse_life_stage,Early adult
parameter_name,Resting CD4+ T helper cells - % of CD45+
