parameter_id,IMPC_CBC_016_001
gene_symbol,Wars2
mouse_life_stage,E9.5
analysis_id,kn5s1180935632w
pvalue,0.2999139
gene_accession_id,MGI:1917810
mouse_strain,C57BL
parameter_name,HDL-cholesterol
