parameter_id,JAXLA_CSD_077_001
analysis_id,n27jfxhj3hio1g2
mouse_life_stage,Early adult
parameter_name,Contact righting
pvalue,0.8728744
gene_symbol,Morn5
mouse_strain,C57BL
gene_accession_id,MGI:1922745
