parameter_id,IMPC_ACS_035_001
analysis_id,61df95pv89n36ju
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - PPI3
gene_accession_id,MGI:104805
gene_symbol,Snrpb2
pvalue,0.828301
mouse_life_stage,Early adult
