parameter_id,IMPC_ACS_033_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1918345
analysis_id,94763xks18orb6j
pvalue,0.8434302
gene_symbol,Kif24
parameter_name,% Pre-pulse inhibition - PPI1
mouse_strain,C57BL
