parameter_id,ESLIM_011_001_002
analysis_id,2182t3dd62fqo46
parameter_name,PP1 startle magnitude
gene_accession_id,MGI:95457
mouse_life_stage,Early adult
gene_symbol,Mecom
mouse_strain,C3H
pvalue,1.566746e-07
