mouse_life_stage,Late adult
parameter_id,MGP_IMM_078_001
parameter_name,Resting Treg cells - % of CD45+
pvalue,0.7614868
gene_symbol,AU040320
mouse_strain,C57BL
analysis_id,1zs417ub0467322
gene_accession_id,MGI:2140475
