parameter_id,IMPC_CSD_011_001
parameter_name,Coat - hair distribution - back
pvalue,0.3777943
analysis_id,6hf03p2x60y9ohz
gene_symbol,Lurap1
gene_accession_id,MGI:1915325
mouse_strain,C57BL
mouse_life_stage,Early adult
