parameter_id,HMGULA_CBC_005_001
mouse_life_stage,Early adult
analysis_id,611670tr1u4d819
gene_symbol,Tatdn3
mouse_strain,C57BL
gene_accession_id,MGI:1916222
pvalue,0.2734877
parameter_name,Creatinine
