gene_symbol,Zyg11b
mouse_strain,C57BL
pvalue,0.9297094
mouse_life_stage,E18.5
analysis_id,27bi14g4ny04945
gene_accession_id,MGI:2685277
parameter_name,Resting Treg cells - % of Treg
parameter_id,MGP_MLN_010_001
