gene_symbol,Galnt13
gene_accession_id,MGI:2139447
analysis_id,20p17ffjjza73w7
pvalue,0.6869749
parameter_name,LVIDd
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_id,IMPC_ECH_008_001
