parameter_id,IMPC_XRY_018_001
mouse_life_stage,Late adult
pvalue,0.3682341
mouse_strain,C57BL
gene_symbol,Snap23
analysis_id,c86nr5iia769l5s
gene_accession_id,MGI:109356
parameter_name,Shape of vertebrae
