pvalue,0.08269908
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_027_001
mouse_strain,C57BL
gene_symbol,Dhdds
gene_accession_id,MGI:1914672
parameter_name,Neural tube closure
analysis_id,64n726s0q5a7168
