gene_symbol,Eprs1
mouse_life_stage,E12.5
analysis_id,owmyc0gn706505k
parameter_name,6kHz-evoked ABR Threshold
mouse_strain,C57BL
gene_accession_id,MGI:97838
pvalue,0.6616166
parameter_id,IMPC_ABR_004_001
