parameter_id,M-G-P_025_001_030
analysis_id,0bf5k271jg09y6e
gene_symbol,Hspa5
gene_accession_id,MGI:95835
mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.6484378
parameter_name,Magnesium
