mouse_strain,129SV
pvalue,0.3875952
analysis_id,574jvxxp8z9o513
gene_symbol,Cds2
gene_accession_id,MGI:1332236
parameter_name,Total T cells - % of CD45+
parameter_id,MGP_MLN_001_001
mouse_life_stage,Early adult
