gene_symbol,Mecom
gene_accession_id,MGI:95457
parameter_name,Chloride
mouse_life_stage,E15.5
mouse_strain,C57BL
parameter_id,HMGULA_CBC_003_001
pvalue,0.7308012
analysis_id,g6gta13s687mv3r
