parameter_id,IMPC_ECH_018_001
mouse_strain,C57BL
gene_accession_id,MGI:1913105
analysis_id,pf84xlr2s11d8te
parameter_name,Respiration Rate
pvalue,0.5120375
mouse_life_stage,Early adult
gene_symbol,Slc28a2
