parameter_id,IMPC_IMM_073_001
analysis_id,b7p5a4ha8ksi9pl
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_accession_id,MGI:1345282
parameter_name,cDCs CD11b Type
gene_symbol,Slc30a4
pvalue,0.3656146
