parameter_id,IMPC_XRY_059_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Mms22l
parameter_name,Shape of ribcage
analysis_id,uac335l7d0ek69l
pvalue,0.9207227
gene_accession_id,MGI:2684980
