gene_symbol,Etfdh
parameter_id,IMPC_EYE_059_001
pvalue,2.773294e-08
mouse_life_stage,Early adult
analysis_id,qnv7930j847v9v8
gene_accession_id,MGI:106100
parameter_name,Mean right eye lens density
mouse_strain,C57BL
