mouse_strain,C57BL
gene_symbol,Pglyrp3
gene_accession_id,MGI:2685266
mouse_life_stage,Early adult
analysis_id,m11ner707k24geu
parameter_id,IMPC_HEM_029_001
parameter_name,Neutrophil differential count
pvalue,0.569429
