parameter_name,Tremor
mouse_strain,C57BL
analysis_id,jda74ej4653zfui
gene_accession_id,MGI:2140475
pvalue,0.7158449
gene_symbol,AU040320
parameter_id,IMPC_CSD_030_001
mouse_life_stage,Late adult
