gene_symbol,Col6a3
analysis_id,b72dsj377qhm58z
mouse_strain,C57BL
parameter_id,MGP_IMM_036_001
gene_accession_id,MGI:88461
parameter_name,KLRG1+ NK cells - % of NK cells
pvalue,0.9230678
mouse_life_stage,Early adult
