gene_symbol,Lrrc69
mouse_life_stage,Early adult
gene_accession_id,MGI:1920564
analysis_id,62dz77pxo394044
mouse_strain,C57BL
parameter_name,Conditioning Baseline % Freezing Time
parameter_id,IMPC_FEA_003_001
pvalue,0.7999042
