gene_symbol,Hspa5
parameter_id,MGP_MLN_031_001
mouse_strain,C57BL
pvalue,0.6873686
gene_accession_id,MGI:95835
parameter_name,Total NK cells - % of CD45+
mouse_life_stage,E12.5
analysis_id,1mo2299ek8j76o3
