mouse_strain,C57BL
gene_accession_id,MGI:1918345
analysis_id,46sp3vd6ek3g1by
parameter_name,Forelimb and hindlimb grip strength measurement mean
pvalue,0.8866402
gene_symbol,Kif24
mouse_life_stage,Early adult
parameter_id,IMPC_GRS_009_001
