gene_symbol,Bmi1
parameter_name,Monocytes
mouse_life_stage,Early adult
gene_accession_id,MGI:88174
parameter_id,IMPC_IMM_051_001
analysis_id,q1522w70128emqc
mouse_strain,C57BL
pvalue,0.77301
