mouse_life_stage,Early adult
parameter_id,MGP_BMI_013_001
parameter_name,Immature B cells (Hardy fraction E) - % of CD45+
pvalue,0.6310877
analysis_id,362h69kc8llr1s2
mouse_strain,B6J
gene_accession_id,MGI:1346344
gene_symbol,Nr0b2
