gene_symbol,Dnajc6
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_009_001
pvalue,0.5870678
gene_accession_id,MGI:1919935
mouse_strain,C57BL
parameter_name,Calcium
analysis_id,5agojl0dp706rx4
