gene_symbol,Ift74
pvalue,0.356339
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,49gqx9not52594q
parameter_id,IMPC_CBC_013_001
gene_accession_id,MGI:1914944
parameter_name,Alanine aminotransferase
