gene_symbol,Mapkap1
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.5686634
gene_accession_id,MGI:2444554
parameter_id,IMPC_CSD_051_002
analysis_id,o084w4eo70i8ei5
parameter_name,Hindlimb nail - number
