gene_symbol,Ints7
mouse_strain,C57BL
analysis_id,778w54e5909zjur
parameter_id,IMPC_XRY_021_001
gene_accession_id,MGI:1924315
mouse_life_stage,Early adult
parameter_name,Humerus
pvalue,0.9022642
