parameter_id,IMPC_EYE_059_001
analysis_id,l6q7xa74n440s58
gene_symbol,Eprs1
mouse_strain,C57BL
gene_accession_id,MGI:97838
mouse_life_stage,E12.5
parameter_name,Mean right eye lens density
pvalue,0.6588611
