parameter_name,Prepulse inhibition - PP4
analysis_id,50c8u743nt375vx
gene_accession_id,MGI:95576
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.2730023
gene_symbol,Fpgs
parameter_id,ESLIM_011_001_704
