gene_symbol,Tbl1xr1
mouse_life_stage,Early adult
analysis_id,c0z6aa34910x6j6
gene_accession_id,MGI:2441730
mouse_strain,C57BL
pvalue,0.1272943
parameter_name,Potassium
parameter_id,GMC_906_001_005
