parameter_name,Periphery permanence time
pvalue,0.3583815
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,m619o44v7pe1w4f
gene_accession_id,MGI:88461
gene_symbol,Col6a3
parameter_id,IMPC_OFD_012_001
