parameter_name,Embryo Size
pvalue,0.420817
gene_symbol,Lurap1
mouse_strain,C57BL
parameter_id,IMPC_GEO_019_001
analysis_id,5li83n86490041x
mouse_life_stage,Early adult
gene_accession_id,MGI:1915325
