parameter_id,JAX_LDT_009_001
gene_accession_id,MGI:2446274
analysis_id,0cre9213sa80b2k
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Percent time in light
pvalue,0.2337293
gene_symbol,Frmpd1
