gene_symbol,Fgb
gene_accession_id,MGI:99501
pvalue,0.5776783
parameter_name,Retina (combined)
mouse_strain,C57BL
parameter_id,IMPC_EYE_092_002
mouse_life_stage,E12.5
analysis_id,zws343i327c88mw
