parameter_id,IMPC_ABR_012_001
pvalue,0.1181904
gene_symbol,CISD2
analysis_id,48g7j39577zf0uu
mouse_strain,C57BL
gene_accession_id,MGI:1914256
parameter_name,30kHz-evoked ABR Threshold
mouse_life_stage,Early adult
