gene_symbol,Nanp
pvalue,0.7314626
parameter_name,Tibia
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_025_001
analysis_id,b8332028v22pypg
mouse_strain,C57BL
gene_accession_id,MGI:1914561
