gene_symbol,Slc17a9
gene_accession_id,MGI:1919107
mouse_life_stage,Early adult
parameter_name,Hemorrhage
mouse_strain,C57BL
parameter_id,IMPC_GEO_009_002
pvalue,0.8532476
analysis_id,fo12qx006g2k35h
