mouse_strain,C57BL
parameter_id,IMPC_EYE_006_001
pvalue,0.7745405
gene_symbol,Trp53rkb
parameter_name,Narrow eye opening
mouse_life_stage,Early adult
gene_accession_id,MGI:1914050
analysis_id,mhduvj6r512n7fi
