parameter_id,MGP_MLN_058_001
gene_accession_id,MGI:1913405
pvalue,0.6147751
gene_symbol,Ufc1
parameter_name,Plasmacytoid DC - % of DC
analysis_id,bml3107x2y128o1
mouse_life_stage,Early adult
mouse_strain,C57BL
