parameter_id,IMPC_ECG_003_001
mouse_life_stage,Early adult
parameter_name,CV
analysis_id,iimqt3b5q7k3637
gene_accession_id,MGI:1914071
gene_symbol,Bcs1l
mouse_strain,C57BL
pvalue,0.5584245
