gene_symbol,Col6a3
pvalue,0.523184
mouse_life_stage,Early adult
gene_accession_id,MGI:88461
parameter_name,Mean-cell-volume
parameter_id,M-G-P_016_001_005
mouse_strain,C57BL
analysis_id,d0578l88518nppw
