parameter_id,IMPC_DXA_007_001
gene_accession_id,MGI:1860103
parameter_name,BMC/Body weight
analysis_id,e5m69a5y4074m3x
gene_symbol,Slc2a8
mouse_life_stage,Early adult
pvalue,0.4991017
mouse_strain,C57BL
