gene_symbol,Atrn
pvalue,0.7451014
parameter_id,IMPC_EYE_026_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,24030e507u8698q
gene_accession_id,MGI:1341628
parameter_name,Retinal Blood Vessels Pattern
