parameter_id,MGP_PBI_035_001
gene_symbol,Arpc2
mouse_life_stage,Early adult
parameter_name,IgD+ mature B cell number
mouse_strain,C57BL
gene_accession_id,MGI:1923959
analysis_id,q39l6x000kd2k09
pvalue,0.9176139
