parameter_id,MGP_MLN_011_001
pvalue,0.3209027
gene_accession_id,MGI:1915087
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,KLRG1+ Treg cells - % of Treg
gene_symbol,Tiprl
analysis_id,ls0c1sxa247ak7s
