gene_symbol,Cds2
pvalue,0.2134645
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_id,IMPC_ECH_005_001
analysis_id,n4w1711cic7dffs
parameter_name,Fractional Shortening
