parameter_id,IMPC_EYE_092_001
mouse_strain,C57BL
parameter_name,Retina (combined)
gene_symbol,Lurap1
pvalue,0.8706135
mouse_life_stage,Early adult
analysis_id,cd1r1h84daz52o6
gene_accession_id,MGI:1915325
