gene_symbol,Smyd2
gene_accession_id,MGI:1915889
parameter_id,ESLIM_016_001_002
pvalue,0.3321759
mouse_life_stage,Early adult
analysis_id,gk0j95690ks5nz1
parameter_name,Red blood cell count
mouse_strain,C54BL
