gene_symbol,Fgb
parameter_name,Latency to center entry
pvalue,0.9381615
gene_accession_id,MGI:99501
analysis_id,yc19w14468a9gx0
mouse_strain,C57BL
parameter_id,IMPC_OFD_018_001
mouse_life_stage,E15.5
