parameter_name,Prepulse inhibition - PP4
pvalue,0.4157795
gene_symbol,Toporsl
mouse_strain,C57BL
parameter_id,ESLIM_011_001_704
mouse_life_stage,Early adult
gene_accession_id,MGI:1915524
analysis_id,1sc7u24v4ds8327
