gene_symbol,Lpgat1
pvalue,0.4016992
analysis_id,0w04344w6e7j7jq
parameter_name,B cell percentage
mouse_strain,C57BL
parameter_id,MGP_PBI_014_001
gene_accession_id,MGI:2446186
mouse_life_stage,Early adult
