gene_symbol,Zyg11b
parameter_id,ESLIM_011_001_006
gene_accession_id,MGI:2685277
mouse_strain,C57BL
parameter_name,110dB startle magnitude
mouse_life_stage,Early adult
analysis_id,bna5l4er29518ow
pvalue,0.2499918
