parameter_id,IMPC_ECH_018_001
pvalue,0.7326653
gene_symbol,Sgip1
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1920344
parameter_name,Respiration Rate
analysis_id,tux9i0c7z3540a0
