parameter_id,MGP_IMM_011_001
gene_accession_id,MGI:1328306
analysis_id,92jfq3p29v17m4n
mouse_life_stage,E9.5
parameter_name,Resting Treg cells - % of Treg
pvalue,0.5634281
gene_symbol,Orc2
mouse_strain,C57BL
